gene,uniprot_id,pdb_file
MUC15,Q8N387,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8N387-F1-model_v6.pdb
TIGIT,Q495A1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q495A1-F1-model_v6.pdb
IL22RA1,Q8N6P7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8N6P7-F1-model_v6.pdb
CLDN8,P56748,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P56748-F1-model_v6.pdb
CD300LF,Q8TDQ1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TDQ1-F1-model_v6.pdb
TLR7,Q9NYK1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NYK1-F1-model_v6.pdb
GJB4,Q9NTQ9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NTQ9-F1-model_v6.pdb
IL2RA,P01589,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P01589-F1-model_v6.pdb
MSLN,Q13421,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13421-F1-model_v6.pdb
SLC5A1,P13866,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P13866-F1-model_v6.pdb
SLC15A1,P46059,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P46059-F1-model_v6.pdb
ERVMER34-1,Q9H9K5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H9K5-F1-model_v6.pdb
CD164L2,Q6UWJ8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UWJ8-F1-model_v6.pdb
MFSD6L,Q8IWD5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8IWD5-F1-model_v6.pdb
RHBDL2,Q9NX52,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NX52-F1-model_v6.pdb
PTCRA,Q6ISU1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6ISU1-F1-model_v6.pdb
KLRB1,Q12918,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q12918-F1-model_v6.pdb
HCAR1,Q9BXC0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BXC0-F1-model_v6.pdb
GABRD,O14764,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O14764-F1-model_v6.pdb
MST1R,Q04912,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q04912-F1-model_v6.pdb
KREMEN2,Q8NCW0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NCW0-F1-model_v6.pdb
ULBP2,Q9BZM5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BZM5-F1-model_v6.pdb
IL21R,Q9HBE5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HBE5-F1-model_v6.pdb
MPZL3,Q6UWV2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UWV2-F1-model_v6.pdb
CCR6,P51684,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P51684-F1-model_v6.pdb
ICOS,Q9Y6W8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y6W8-F1-model_v6.pdb
CD5,P06127,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P06127-F1-model_v6.pdb
CD180,Q99467,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99467-F1-model_v6.pdb
CD96,P40200,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P40200-F1-model_v6.pdb
CEACAM5,P06731,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P06731-F1-model_v6.pdb
ULBP3,Q9BZM4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BZM4-F1-model_v6.pdb
AMN,Q9BXJ7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BXJ7-F1-model_v6.pdb
CXCR6,O00574,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O00574-F1-model_v6.pdb
HTR1D,P28221,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P28221-F1-model_v6.pdb
CD300A,Q9UGN4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UGN4-F1-model_v6.pdb
SLC44A5,Q8NCS7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NCS7-F1-model_v6.pdb
SLAMF9,Q96A28,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96A28-F1-model_v6.pdb
CD8B,P10966,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P10966-F1-model_v6.pdb
DPP4,P27487,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P27487-F1-model_v6.pdb
CD1E,P15812,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P15812-F1-model_v6.pdb
HLA-G,P17693,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P17693-F1-model_v6.pdb
LAMP2,P13473,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P13473-F1-model_v6.pdb
EPHA10,Q5JZY3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5JZY3-F1-model_v6.pdb
DCSTAMP,Q9H295,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H295-F1-model_v6.pdb
CD6,P30203,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P30203-F1-model_v6.pdb
SLC9A2,Q9UBY0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UBY0-F1-model_v6.pdb
C3AR1,Q16581,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q16581-F1-model_v6.pdb
FOLH1,Q04609,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q04609-F1-model_v6.pdb
PMEPA1,Q969W9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q969W9-F1-model_v6.pdb
CD70,P32970,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P32970-F1-model_v6.pdb
FGFR3,P22607,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P22607-F1-model_v6.pdb
TNFSF13B,Q9Y275,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y275-F1-model_v6.pdb
SLCO1A2,P46721,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P46721-F1-model_v6.pdb
CD9,P21926,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P21926-F1-model_v6.pdb
APLNR,P35414,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P35414-F1-model_v6.pdb
CHRNA1,P02708,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P02708-F1-model_v6.pdb
LILRA4,P59901,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P59901-F1-model_v6.pdb
GABRA3,P34903,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P34903-F1-model_v6.pdb
ERBB2,P04626,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P04626-F1-model_v6.pdb
CD82,P27701,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P27701-F1-model_v6.pdb
ACE,P12821,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P12821-F1-model_v6.pdb
SLC29A3,Q9BZD2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BZD2-F1-model_v6.pdb
PTPRJ,Q12913,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q12913-F1-model_v6.pdb
CD37,P11049,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P11049-F1-model_v6.pdb
SLC52A1,Q9NWF4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NWF4-F1-model_v6.pdb
SLC37A1,P57057,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P57057-F1-model_v6.pdb
ENPP5,Q9UJA9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UJA9-F1-model_v6.pdb
IFNLR1,Q8IU57,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8IU57-F1-model_v6.pdb
CD53,P19397,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P19397-F1-model_v6.pdb
CD8A,P01732,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P01732-F1-model_v6.pdb
NIPAL1,Q6NVV3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6NVV3-F1-model_v6.pdb
ERMP1,Q7Z2K6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7Z2K6-F1-model_v6.pdb
TM4SF1,P30408,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P30408-F1-model_v6.pdb
ABCC4,O15439,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O15439-F1-model_v6.pdb
SLC16A1,P53985,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P53985-F1-model_v6.pdb
NOX4,Q9NPH5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NPH5-F1-model_v6.pdb
FCRL5,Q96RD9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96RD9-F1-model_v6.pdb
FAP,Q12884,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q12884-F1-model_v6.pdb
BAMBI,Q13145,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13145-F1-model_v6.pdb
IL12RB1,P42701,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P42701-F1-model_v6.pdb
EDAR,Q9UNE0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UNE0-F1-model_v6.pdb
TSPAN15,O95858,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O95858-F1-model_v6.pdb
DLL3,Q9NYJ7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NYJ7-F1-model_v6.pdb
CHRNA9,Q9UGM1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UGM1-F1-model_v6.pdb
FZD5,Q13467,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13467-F1-model_v6.pdb
SLC39A8,Q9C0K1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9C0K1-F1-model_v6.pdb
EVI2B,P34910,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P34910-F1-model_v6.pdb
GPR19,Q15760,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q15760-F1-model_v6.pdb
ITGB7,P26010,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P26010-F1-model_v6.pdb
ITGB8,P26012,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P26012-F1-model_v6.pdb
CPD,O75976,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75976-F1-model_v6.pdb
GJB5,O95377,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O95377-F1-model_v6.pdb
SLC28A3,Q9HAS3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HAS3-F1-model_v6.pdb
CCRL2,O00421,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O00421-F1-model_v6.pdb
SIGLEC10,Q96LC7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96LC7-F1-model_v6.pdb
IL17RB,Q9NRM6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NRM6-F1-model_v6.pdb
TM9SF2,Q99805,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99805-F1-model_v6.pdb
SLC1A4,P43007,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P43007-F1-model_v6.pdb
TNFRSF17,Q02223,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q02223-F1-model_v6.pdb
GPRC5C,Q9NQ84,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NQ84-F1-model_v6.pdb
EMB,Q6PCB8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6PCB8-F1-model_v6.pdb
MS4A6A,Q9H2W1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H2W1-F1-model_v6.pdb
CTLA4,P16410,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P16410-F1-model_v6.pdb
UNC93B1,Q9H1C4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H1C4-F1-model_v6.pdb
IL20RA,Q9UHF4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UHF4-F1-model_v6.pdb
GABRP,O00591,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O00591-F1-model_v6.pdb
SLC39A9,Q9NUM3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NUM3-F1-model_v6.pdb
EPHA1,P21709,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P21709-F1-model_v6.pdb
SECTM1,Q8WVN6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8WVN6-F1-model_v6.pdb
TMEM158,Q8WZ71,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8WZ71-F1-model_v6.pdb
SORL1,Q92673,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q92673-F1-model_v6.pdb
NFAM1,Q8NET5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NET5-F1-model_v6.pdb
TNFRSF10A,O00220,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O00220-F1-model_v6.pdb
GPR158,Q5T848,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5T848-F1-model_v6.pdb
LRRC37A2,A6NM11,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6NM11-F1-model_v6.pdb
CLDN16,Q9Y5I7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5I7-F1-model_v6.pdb
SIGLEC15,Q6ZMC9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6ZMC9-F1-model_v6.pdb
MR1,Q95460,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q95460-F1-model_v6.pdb
CLEC5A,Q9NY25,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NY25-F1-model_v6.pdb
ACP2,P11117,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P11117-F1-model_v6.pdb
LPAR2,Q9HBW0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HBW0-F1-model_v6.pdb
SLC38A1,Q9H2H9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H2H9-F1-model_v6.pdb
CDH11,P55287,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P55287-F1-model_v6.pdb
SLC33A1,O00400,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O00400-F1-model_v6.pdb
TLR3,O15455,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O15455-F1-model_v6.pdb
IFNGR2,P38484,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P38484-F1-model_v6.pdb
SCNN1G,P51170,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P51170-F1-model_v6.pdb
FASLG,P48023,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P48023-F1-model_v6.pdb
ZACN,Q401N2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q401N2-F1-model_v6.pdb
P2RX4,Q99571,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99571-F1-model_v6.pdb
RTN4RL2,Q86UN3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86UN3-F1-model_v6.pdb
ITGA6,P23229,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P23229-F1-model_v6.pdb
BCAM,P50895,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P50895-F1-model_v6.pdb
CD101,Q93033,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q93033-F1-model_v6.pdb
SVOPL,Q8N434,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8N434-F1-model_v6.pdb
P2RY13,Q9BPV8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BPV8-F1-model_v6.pdb
FAM171A2,A8MVW0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A8MVW0-F1-model_v6.pdb
LRRC25,Q8N386,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8N386-F1-model_v6.pdb
BACE2,Q9Y5Z0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5Z0-F1-model_v6.pdb
NCMAP,Q5T1S8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q5T1S8-F1-model_v6.pdb
CD80,P33681,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P33681-F1-model_v6.pdb
TMEM150B,A6NC51,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-A6NC51-F1-model_v6.pdb
LAIR1,Q6GTX8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6GTX8-F1-model_v6.pdb
TMEM154,Q6P9G4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6P9G4-F1-model_v6.pdb
BTN3A2,P78410,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P78410-F1-model_v6.pdb
FAM174B,Q3ZCQ3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q3ZCQ3-F1-model_v6.pdb
EPHA2,P29317,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P29317-F1-model_v6.pdb
ATP1A1,P05023,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P05023-F1-model_v6.pdb
PTPRK,Q15262,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q15262-F1-model_v6.pdb
SLC37A2,Q8TED4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TED4-F1-model_v6.pdb
SLAMF6,Q96DU3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96DU3-F1-model_v6.pdb
SLC41A2,Q96JW4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96JW4-F1-model_v6.pdb
DSC3,Q14574,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q14574-F1-model_v6.pdb
CCR4,P51679,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P51679-F1-model_v6.pdb
CD300C,Q08708,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q08708-F1-model_v6.pdb
PCDH1,Q08174,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q08174-F1-model_v6.pdb
SLC37A4,O43826,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O43826-F1-model_v6.pdb
GABRQ,Q9UN88,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UN88-F1-model_v6.pdb
SIGLEC7,Q9Y286,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y286-F1-model_v6.pdb
SLC13A2,Q13183,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13183-F1-model_v6.pdb
ZDHHC5,Q9C0B5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9C0B5-F1-model_v6.pdb
TMED7,Q9Y3B3,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y3B3-F1-model_v6.pdb
MMEL1,Q495T6,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q495T6-F1-model_v6.pdb
IFNAR2,P48551,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P48551-F1-model_v6.pdb
FOLR2,P14207,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P14207-F1-model_v6.pdb
CLSTN1,O94985,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O94985-F1-model_v6.pdb
TMEM87B,Q96K49,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96K49-F1-model_v6.pdb
EVI2A,P22794,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P22794-F1-model_v6.pdb
MICB,Q29980,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q29980-F1-model_v6.pdb
NCSTN,Q92542,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q92542-F1-model_v6.pdb
PTPRC,P08575,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P08575-F1-model_v6.pdb
UPK2,O00526,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O00526-F1-model_v6.pdb
PRND,Q9UKY0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UKY0-F1-model_v6.pdb
SLC30A1,Q9Y6M5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y6M5-F1-model_v6.pdb
F2RL2,O00254,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O00254-F1-model_v6.pdb
ATRN,O75882,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75882-F1-model_v6.pdb
LRP11,Q86VZ4,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q86VZ4-F1-model_v6.pdb
FLVCR1,Q9Y5Y0,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9Y5Y0-F1-model_v6.pdb
SLC6A11,P48066,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P48066-F1-model_v6.pdb
PIGT,Q969N2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q969N2-F1-model_v6.pdb
P2RY10,O00398,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O00398-F1-model_v6.pdb
IFNAR1,P17181,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P17181-F1-model_v6.pdb
CADM4,Q8NFZ8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8NFZ8-F1-model_v6.pdb
ITGA3,P26006,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P26006-F1-model_v6.pdb
CD44,P16070,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P16070-F1-model_v6.pdb
GRIN2D,O15399,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O15399-F1-model_v6.pdb
LRP8,Q14114,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q14114-F1-model_v6.pdb
PIGO,Q8TEQ8,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q8TEQ8-F1-model_v6.pdb
ADAM28,Q9UKQ2,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UKQ2-F1-model_v6.pdb
LY9,Q9HBG7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9HBG7-F1-model_v6.pdb
SLC7A1,P30825,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P30825-F1-model_v6.pdb
RHBDF2,Q6PJF5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6PJF5-F1-model_v6.pdb
IGFLR1,Q9H665,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H665-F1-model_v6.pdb
SLC18A1,P54219,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P54219-F1-model_v6.pdb
CDH7,Q9ULB5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9ULB5-F1-model_v6.pdb
TNFRSF19,Q9NS68,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NS68-F1-model_v6.pdb
MPZL1,O95297,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O95297-F1-model_v6.pdb
MMP14,P50281,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P50281-F1-model_v6.pdb
SEMA4A,Q9H3S1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9H3S1-F1-model_v6.pdb
DPEP1,P16444,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P16444-F1-model_v6.pdb
OR2B6,P58173,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P58173-F1-model_v6.pdb
TNFRSF10C,O14798,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O14798-F1-model_v6.pdb
SUCNR1,Q9BXA5,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9BXA5-F1-model_v6.pdb
ADAM8,P78325,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P78325-F1-model_v6.pdb
FZD6,O60353,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O60353-F1-model_v6.pdb
ITM2C,Q9NQX7,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9NQX7-F1-model_v6.pdb
CHRNB4,P30926,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P30926-F1-model_v6.pdb
GPC4,O75487,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O75487-F1-model_v6.pdb
GPR37,O15354,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-O15354-F1-model_v6.pdb
PSEN1,P49768,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P49768-F1-model_v6.pdb
SMO,Q99835,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q99835-F1-model_v6.pdb
C11orf24,Q96F05,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96F05-F1-model_v6.pdb
TCTN2,Q96GX1,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q96GX1-F1-model_v6.pdb
SUCO,Q9UBS9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q9UBS9-F1-model_v6.pdb
TMEM179B,Q7Z7N9,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q7Z7N9-F1-model_v6.pdb
DAG1,Q14118,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q14118-F1-model_v6.pdb
LAG3,P18627,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P18627-F1-model_v6.pdb
ADAM9,Q13443,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q13443-F1-model_v6.pdb
CX3CR1,P49238,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P49238-F1-model_v6.pdb
ITGAV,P06756,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-P06756-F1-model_v6.pdb
ATRAID,Q6UW56,c:\Users\Longer\Documents\自写生信论文\data\structures\AF-Q6UW56-F1-model_v6.pdb
